state,district,year,quarter,user_count
Odisha,nuapada district,2022,2,101852
Odisha,kendujhar district,2022,2,496154
Odisha,mayurbhanj district,2022,2,451049
Odisha,jharsuguda district,2022,2,247348
Odisha,kandhamal district,2022,2,117216
Odisha,deogarh district,2022,2,53242
Odisha,sundargarh district,2022,2,625606
Odisha,jagatsinghapur district,2022,2,414004
Odisha,balangir district,2022,2,335510
Odisha,baleshwar district,2022,2,769737
Odisha,puri district,2022,2,595694
Odisha,sonepur district,2022,2,133295
Odisha,khordha district,2022,2,1924289
Odisha,boudh district,2022,2,82326
Odisha,gajapati district,2022,2,105268
Odisha,nayagarh district,2022,2,274898
Odisha,nabarangpur district,2022,2,124828
Odisha,kendrapara district,2022,2,406125
Odisha,cuttack district,2022,2,1077286
Odisha,rayagada district,2022,3,222586
Odisha,koraput district,2022,3,249470
Odisha,malkangiri district,2022,3,89362
Odisha,sambalpur district,2022,3,375127
Odisha,kalahandi district,2022,3,315775
Odisha,anugul district,2022,3,464296
Odisha,ganjam district,2022,3,1054407
Odisha,jajapur district,2022,3,709685
Odisha,bargarh district,2022,3,320560
Odisha,dhenkanal district,2022,3,372560
Odisha,bhadrak district,2022,3,535581
Odisha,nuapada district,2022,3,107220
Odisha,kendujhar district,2022,3,523219
Odisha,mayurbhanj district,2022,3,475312
Odisha,jharsuguda district,2022,3,260834
Odisha,kandhamal district,2022,3,123544
Odisha,deogarh district,2022,3,55962
Odisha,sundargarh district,2022,3,658859
Odisha,jagatsinghapur district,2022,3,436498
Odisha,balangir district,2022,3,353484
Odisha,baleshwar district,2022,3,812109
Odisha,puri district,2022,3,627710
Odisha,sonepur district,2022,3,140448
Odisha,khordha district,2022,3,2025108
Odisha,boudh district,2022,3,86776
Odisha,gajapati district,2022,3,111136
Odisha,nayagarh district,2022,3,290094
Odisha,nabarangpur district,2022,3,131269
Odisha,kendrapara district,2022,3,428410
Odisha,cuttack district,2022,3,1135881
Odisha,rayagada district,2022,1,199745
Odisha,koraput district,2022,1,224651
Odisha,malkangiri district,2022,1,80251
Odisha,sambalpur district,2022,1,337359
Odisha,kalahandi district,2022,1,282939
Odisha,anugul district,2022,1,416483
Odisha,ganjam district,2022,1,946066
Odisha,jajapur district,2022,1,636291
Odisha,bargarh district,2022,1,288188
Odisha,dhenkanal district,2022,1,334288
Odisha,bhadrak district,2022,1,481063
Odisha,nuapada district,2022,1,96377
Odisha,kendujhar district,2022,1,469295
Odisha,mayurbhanj district,2022,1,426398
Odisha,jharsuguda district,2022,1,234082
Odisha,kandhamal district,2022,1,110888
Odisha,deogarh district,2022,1,50320
Odisha,sundargarh district,2022,1,592346
Odisha,jagatsinghapur district,2022,1,392154
Odisha,balangir district,2022,1,317138
Odisha,baleshwar district,2022,1,728990
Odisha,puri district,2022,1,564442
Odisha,sonepur district,2022,1,125997
Odisha,khordha district,2022,1,1827307
Odisha,boudh district,2022,1,77892
Odisha,gajapati district,2022,1,99565
Odisha,nayagarh district,2022,1,260324
Odisha,nabarangpur district,2022,1,117939
Odisha,kendrapara district,2022,1,384475
Odisha,cuttack district,2022,1,1021526
Odisha,rayagada district,2021,4,187562
Odisha,koraput district,2021,4,211160
Odisha,malkangiri district,2021,4,75114
Odisha,sambalpur district,2021,4,317259
Odisha,kalahandi district,2021,4,264773
Odisha,anugul district,2021,4,390981
Odisha,ganjam district,2021,4,889686
Odisha,jajapur district,2021,4,598043
Odisha,bargarh district,2021,4,270113
Odisha,dhenkanal district,2021,4,313502
Odisha,bhadrak district,2021,4,452384
Odisha,nuapada district,2021,4,90146
Odisha,kendujhar district,2021,4,440078
Odisha,mayurbhanj district,2021,4,399076
Odisha,jharsuguda district,2021,4,220010
Odisha,kandhamal district,2021,4,103926
Odisha,deogarh district,2021,4,47096
Odisha,sundargarh district,2021,4,556973
Odisha,jagatsinghapur district,2021,4,368959
Odisha,balangir district,2021,4,297438
Odisha,baleshwar district,2021,4,685881
Odisha,puri district,2021,4,531127
Odisha,sonepur district,2021,4,117909
Odisha,khordha district,2021,4,1725313
Odisha,boudh district,2021,4,72717
Odisha,gajapati district,2021,4,93201
Odisha,nayagarh district,2021,4,244622
Odisha,nabarangpur district,2021,4,110406
Odisha,kendrapara district,2021,4,361439
Odisha,cuttack district,2021,4,962341
Odisha,rayagada district,2021,2,161874
Odisha,koraput district,2021,2,182181
Odisha,malkangiri district,2021,2,63880
Odisha,sambalpur district,2021,2,275001
Odisha,kalahandi district,2021,2,227704
Odisha,anugul district,2021,2,338114
Odisha,ganjam district,2021,2,772409
Odisha,jajapur district,2021,2,518570
Odisha,bargarh district,2021,2,233243
Odisha,dhenkanal district,2021,2,271626
Odisha,bhadrak district,2021,2,392928
Odisha,nuapada district,2021,2,77158
Odisha,kendujhar district,2021,2,379263
Odisha,mayurbhanj district,2021,2,342898
Odisha,jharsuguda district,2021,2,191043
Odisha,kandhamal district,2021,2,89548
Odisha,deogarh district,2021,2,40332
Odisha,sundargarh district,2021,2,482937
Odisha,jagatsinghapur district,2021,2,321155
Odisha,balangir district,2021,2,256186
Odisha,baleshwar district,2021,2,596366
Odisha,puri district,2021,2,462146
Odisha,sonepur district,2021,2,101584
Odisha,khordha district,2021,2,1511068
Odisha,boudh district,2021,2,62600
Odisha,gajapati district,2021,2,80263
Odisha,nayagarh district,2021,2,212420
Odisha,nabarangpur district,2021,2,93780
Odisha,kendrapara district,2021,2,313828
Odisha,cuttack district,2021,2,838924
Odisha,rayagada district,2021,3,174728
Odisha,koraput district,2021,3,196851
Odisha,malkangiri district,2021,3,69669
Odisha,sambalpur district,2021,3,296251
Odisha,kalahandi district,2021,3,246601
Odisha,anugul district,2021,3,364818
Odisha,ganjam district,2021,3,831869
Odisha,jajapur district,2021,3,558822
Odisha,bargarh district,2021,3,252144
Odisha,dhenkanal district,2021,3,292800
Odisha,bhadrak district,2021,3,423068
Odisha,nuapada district,2021,3,83716
Odisha,kendujhar district,2021,3,410049
Odisha,mayurbhanj district,2021,3,371425
Odisha,jharsuguda district,2021,3,205663
Odisha,kandhamal district,2021,3,96862
Odisha,deogarh district,2021,3,43737
Odisha,sundargarh district,2021,3,520155
Odisha,jagatsinghapur district,2021,3,345234
Odisha,balangir district,2021,3,277146
Odisha,baleshwar district,2021,3,641826
Odisha,puri district,2021,3,497069
Odisha,sonepur district,2021,3,109924
Odisha,khordha district,2021,3,1618171
Odisha,boudh district,2021,3,67782
Odisha,gajapati district,2021,3,86765
Odisha,nayagarh district,2021,3,228677
Odisha,nabarangpur district,2021,3,102244
Odisha,kendrapara district,2021,3,337718
Odisha,cuttack district,2021,3,900706
Odisha,rayagada district,2021,1,150744
Odisha,koraput district,2021,1,169607
Odisha,malkangiri district,2021,1,59019
Odisha,sambalpur district,2021,1,256784
Odisha,kalahandi district,2021,1,211780
Odisha,anugul district,2021,1,315065
Odisha,ganjam district,2021,1,721311
Odisha,jajapur district,2021,1,484003
Odisha,bargarh district,2021,1,217540
Odisha,dhenkanal district,2021,1,253469
Odisha,bhadrak district,2021,1,366825
Odisha,nuapada district,2021,1,71558
Odisha,kendujhar district,2021,1,352967
Odisha,mayurbhanj district,2021,1,318465
Odisha,jharsuguda district,2021,1,178481
Odisha,kandhamal district,2021,1,83432
Odisha,deogarh district,2021,1,37397
Odisha,sundargarh district,2021,1,450776
Odisha,jagatsinghapur district,2021,1,300122
Odisha,balangir district,2021,1,238380
Odisha,baleshwar district,2021,1,557273
Odisha,puri district,2021,1,431553
Odisha,sonepur district,2021,1,94551
Odisha,khordha district,2021,1,1415897
Odisha,boudh district,2021,1,58177
Odisha,gajapati district,2021,1,74629
Odisha,nayagarh district,2021,1,198238
Odisha,nabarangpur district,2021,1,86833
Odisha,kendrapara district,2021,1,293287
Odisha,cuttack district,2021,1,784846
Odisha,rayagada district,2018,4,51281
Odisha,koraput district,2018,4,58321
Odisha,malkangiri district,2018,4,15080
Odisha,sambalpur district,2018,4,101471
Odisha,kalahandi district,2018,4,73404
Odisha,anugul district,2018,4,124644
Odisha,ganjam district,2018,4,279943
Odisha,jajapur district,2018,4,201210
Odisha,bargarh district,2018,4,79840
Odisha,dhenkanal district,2018,4,104500
Odisha,bhadrak district,2018,4,141565
Odisha,nuapada district,2018,4,21322
Odisha,kendujhar district,2018,4,142222
Odisha,mayurbhanj district,2018,4,119705
Odisha,jharsuguda district,2018,4,73264
Odisha,kandhamal district,2018,4,26556
Odisha,deogarh district,2018,4,12875
Odisha,sundargarh district,2018,4,166328
Odisha,jagatsinghapur district,2018,4,114945
Odisha,balangir district,2018,4,85126
Odisha,baleshwar district,2018,4,231913
Odisha,puri district,2018,4,163528
Odisha,sonepur district,2018,4,39160
Odisha,khordha district,2018,4,626645
Odisha,boudh district,2018,4,22366
Odisha,gajapati district,2018,4,23328
Odisha,nayagarh district,2018,4,81395
Odisha,nabarangpur district,2018,4,24855
Odisha,kendrapara district,2018,4,106782
Odisha,cuttack district,2018,4,310337
Odisha,rayagada district,2018,2,29995
Odisha,koraput district,2018,2,34769
Odisha,malkangiri district,2018,2,7742
Odisha,sambalpur district,2018,2,63200
Odisha,kalahandi district,2018,2,42458
Odisha,anugul district,2018,2,76885
Odisha,ganjam district,2018,2,169386
Odisha,jajapur district,2018,2,114580
Odisha,bargarh district,2018,2,45700
Odisha,dhenkanal district,2018,2,64424
Odisha,bhadrak district,2018,2,81249
Odisha,nuapada district,2018,2,11826
Odisha,kendujhar district,2018,2,83050
Odisha,mayurbhanj district,2018,2,71366
Odisha,jharsuguda district,2018,2,43568
Odisha,kandhamal district,2018,2,15002
Odisha,deogarh district,2018,2,7264
Odisha,sundargarh district,2018,2,102838
Odisha,jagatsinghapur district,2018,2,69081
Odisha,balangir district,2018,2,49147
Odisha,baleshwar district,2018,2,139968
Odisha,puri district,2018,2,97920
Odisha,sonepur district,2018,2,22064
Odisha,khordha district,2018,2,406689
Odisha,boudh district,2018,2,12134
Odisha,gajapati district,2018,2,13397
Odisha,nayagarh district,2018,2,46904
Odisha,nabarangpur district,2018,2,13372
Odisha,kendrapara district,2018,2,62080
Odisha,cuttack district,2018,2,187723
Odisha,rayagada district,2018,3,38980
Odisha,koraput district,2018,3,45191
Odisha,malkangiri district,2018,3,10882
Odisha,sambalpur district,2018,3,79932
Odisha,kalahandi district,2018,3,55262
Odisha,anugul district,2018,3,97856
Odisha,ganjam district,2018,3,217114
Odisha,jajapur district,2018,3,149049
Odisha,bargarh district,2018,3,60736
Odisha,dhenkanal district,2018,3,81576
Odisha,bhadrak district,2018,3,105030
Odisha,nuapada district,2018,3,15932
Odisha,kendujhar district,2018,3,108387
Odisha,mayurbhanj district,2018,3,92892
Odisha,jharsuguda district,2018,3,57490
Odisha,kandhamal district,2018,3,20022
Odisha,deogarh district,2018,3,9725
Odisha,sundargarh district,2018,3,130288
Odisha,jagatsinghapur district,2018,3,87768
Odisha,balangir district,2018,3,64699
Odisha,baleshwar district,2018,3,180370
Odisha,puri district,2018,3,124859
Odisha,sonepur district,2018,3,29402
Odisha,khordha district,2018,3,499472
Odisha,boudh district,2018,3,16146
Odisha,gajapati district,2018,3,17730
Odisha,nayagarh district,2018,3,61134
Odisha,nabarangpur district,2018,3,18387
Odisha,kendrapara district,2018,3,80340
Odisha,cuttack district,2018,3,239067
Odisha,rayagada district,2018,1,21756
Odisha,koraput district,2018,1,25395
Odisha,malkangiri district,2018,1,5396
Odisha,sambalpur district,2018,1,47017
Odisha,kalahandi district,2018,1,30605
Odisha,anugul district,2018,1,56617
Odisha,ganjam district,2018,1,126158
Odisha,jajapur district,2018,1,81133
Odisha,bargarh district,2018,1,32489
Odisha,dhenkanal district,2018,1,46024
Odisha,bhadrak district,2018,1,58050
Odisha,nuapada district,2018,1,8252
Odisha,kendujhar district,2018,1,58968
Odisha,mayurbhanj district,2018,1,50472
Odisha,jharsuguda district,2018,1,32514
Odisha,kandhamal district,2018,1,10809
Odisha,deogarh district,2018,1,5322
Odisha,sundargarh district,2018,1,75201
Odisha,jagatsinghapur district,2018,1,49264
Odisha,balangir district,2018,1,35271
Odisha,baleshwar district,2018,1,100919
Odisha,puri district,2018,1,69923
Odisha,sonepur district,2018,1,15900
Odisha,khordha district,2018,1,308390
Odisha,boudh district,2018,1,9077
Odisha,gajapati district,2018,1,9743
Odisha,nayagarh district,2018,1,33533
Odisha,nabarangpur district,2018,1,9466
Odisha,kendrapara district,2018,1,44379
Odisha,cuttack district,2018,1,135972
Sikkim,south district,2023,4,59357
Sikkim,west district,2023,4,37183
Sikkim,east district,2023,4,162011
Sikkim,north district,2023,4,24024
Sikkim,south district,2023,2,55158
Sikkim,west district,2023,2,34427
Sikkim,east district,2023,2,150852
Sikkim,north district,2023,2,22291
Sikkim,south district,2023,3,57259
Sikkim,west district,2023,3,35808
Sikkim,east district,2023,3,156600
Sikkim,north district,2023,3,23162
Sikkim,south district,2023,1,52942
Sikkim,west district,2023,1,32945
Sikkim,east district,2023,1,145199
Sikkim,north district,2023,1,21354
Sikkim,south district,2019,4,18461
Sikkim,west district,2019,4,11078
Sikkim,east district,2019,4,55340
Sikkim,north district,2019,4,8093
Sikkim,south district,2019,2,13547
Sikkim,west district,2019,2,8064
Sikkim,east district,2019,2,43048
Sikkim,north district,2019,2,6340
Sikkim,south district,2019,3,16016
Sikkim,west district,2019,3,9481
Sikkim,east district,2019,3,49404
Sikkim,north district,2019,3,7227
Sikkim,south district,2019,1,11031
Sikkim,west district,2019,1,6479
Sikkim,east district,2019,1,36124
Sikkim,north district,2019,1,5322
Sikkim,pakyong district,2024,4,51773
Sikkim,soreng district,2024,4,17277
Sikkim,namchi district,2024,4,58886
Sikkim,gangtok district,2024,4,143928
Sikkim,mangan district,2024,4,24321
Sikkim,gyalshing district,2024,4,24563
Sikkim,south district,2024,2,64133
Sikkim,west district,2024,2,40197
Sikkim,east district,2024,2,174348
Sikkim,north district,2024,2,25972
Sikkim,pakyong district,2024,3,50399
Sikkim,soreng district,2024,3,16767
Sikkim,namchi district,2024,3,56951
Sikkim,gangtok district,2024,3,140362
Sikkim,mangan district,2024,3,24207
Sikkim,gyalshing district,2024,3,23625
Sikkim,south district,2024,1,61782
Sikkim,west district,2024,1,38748
Sikkim,east district,2024,1,168229
Sikkim,north district,2024,1,25062
Sikkim,south district,2020,4,31055
Sikkim,west district,2020,4,19217
Sikkim,east district,2020,4,85770
Sikkim,north district,2020,4,12501
Sikkim,south district,2020,2,24768
Sikkim,west district,2020,2,15082
Sikkim,east district,2020,2,69829
Sikkim,north district,2020,2,10242
Sikkim,south district,2020,3,28038
Sikkim,west district,2020,3,17400
Sikkim,east district,2020,3,78018
Sikkim,north district,2020,3,11317
Sikkim,south district,2020,1,21043
Sikkim,west district,2020,1,12746
Sikkim,east district,2020,1,61820
Sikkim,north district,2020,1,9022
Sikkim,south district,2022,4,50716
Sikkim,west district,2022,4,31605
Sikkim,east district,2022,4,139175
Sikkim,north district,2022,4,20472
Sikkim,south district,2022,2,46351
Sikkim,west district,2022,2,29184
Sikkim,east district,2022,2,126666
Sikkim,north district,2022,2,18793
Sikkim,south district,2022,3,48673
Sikkim,west district,2022,3,30513
Sikkim,east district,2022,3,133152
Sikkim,north district,2022,3,19687
Sikkim,south district,2022,1,43881
Sikkim,west district,2022,1,27594
Sikkim,east district,2022,1,120360
Sikkim,north district,2022,1,17781
Sikkim,south district,2021,4,41311
Sikkim,west district,2021,4,25834
Sikkim,east district,2021,4,113537
Sikkim,north district,2021,4,16725
Sikkim,south district,2021,2,35900
Sikkim,west district,2021,2,22352
Sikkim,east district,2021,2,99077
Sikkim,north district,2021,2,14411
Sikkim,south district,2021,3,38616
Sikkim,west district,2021,3,24132
Sikkim,east district,2021,3,106352
Sikkim,north district,2021,3,15593
Sikkim,south district,2021,1,33490
Sikkim,west district,2021,1,20769
Sikkim,east district,2021,1,92502
Sikkim,north district,2021,1,13452
Sikkim,south district,2018,4,8992
Sikkim,west district,2018,4,5328
Sikkim,east district,2018,4,29948
Sikkim,north district,2018,4,4270
Sikkim,south district,2018,2,5147
Sikkim,west district,2018,2,2868
Sikkim,east district,2018,2,17767
Sikkim,north district,2018,2,2315
Sikkim,south district,2018,3,6943
Sikkim,west district,2018,3,4042
Sikkim,east district,2018,3,23460
Sikkim,north district,2018,3,3192
Sikkim,south district,2018,1,3679
Sikkim,west district,2018,1,2048
Sikkim,east district,2018,1,12749
Sikkim,north district,2018,1,1575
Manipur,kangpokpi district,2023,4,35090
Manipur,noney district,2023,4,6176
Manipur,imphal east district,2023,4,111164
Manipur,thoubal district,2023,4,52303
Manipur,kakching district,2023,4,23493
Manipur,jiribam district,2023,4,9525
Manipur,ukhrul district,2023,4,17147
Manipur,tamenglong district,2023,4,14662
Manipur,kamjong district,2023,4,2814
Manipur,chandel district,2023,4,11910
Manipur,bishnupur district,2023,4,49929
Manipur,senapati district,2023,4,3070
Manipur,pherzawl district,2023,4,1232
Manipur,churachandpur district,2023,4,43539
Manipur,tengnoupal district,2023,4,11055
Manipur,imphal west district,2023,4,171021
Manipur,kangpokpi district,2023,2,32306
Manipur,noney district,2023,2,5653
Manipur,imphal east district,2023,2,102530
Manipur,thoubal district,2023,2,48169
Manipur,kakching district,2023,2,21613
Manipur,jiribam district,2023,2,8764
Manipur,ukhrul district,2023,2,15758
Manipur,tamenglong district,2023,2,13463
Manipur,kamjong district,2023,2,2579
Manipur,chandel district,2023,2,10941
Manipur,bishnupur district,2023,2,46010
Manipur,senapati district,2023,2,2804
Manipur,pherzawl district,2023,2,1095
Manipur,churachandpur district,2023,2,40043
Manipur,tengnoupal district,2023,2,10160
Manipur,imphal west district,2023,2,157911
Manipur,kangpokpi district,2023,3,33690
Manipur,noney district,2023,3,5895
Manipur,imphal east district,2023,3,106699
Manipur,thoubal district,2023,3,50179
Manipur,kakching district,2023,3,22516
Manipur,jiribam district,2023,3,9171
Manipur,ukhrul district,2023,3,16460
Manipur,tamenglong district,2023,3,14077
Manipur,kamjong district,2023,3,2698
Manipur,chandel district,2023,3,11414
Manipur,bishnupur district,2023,3,47895
Manipur,senapati district,2023,3,2937
Manipur,pherzawl district,2023,3,1163
Manipur,churachandpur district,2023,3,41799
Manipur,tengnoupal district,2023,3,10629
Manipur,imphal west district,2023,3,164350
Manipur,kangpokpi district,2023,1,30917
Manipur,noney district,2023,1,5349
Manipur,imphal east district,2023,1,98499
Manipur,thoubal district,2023,1,46248
Manipur,kakching district,2023,1,20700
Manipur,jiribam district,2023,1,8381
Manipur,ukhrul district,2023,1,15024
Manipur,tamenglong district,2023,1,12843
Manipur,kamjong district,2023,1,2411
Manipur,chandel district,2023,1,10406
Manipur,bishnupur district,2023,1,44031
Manipur,senapati district,2023,1,2658
Manipur,pherzawl district,2023,1,1020
Manipur,churachandpur district,2023,1,38361
Manipur,tengnoupal district,2023,1,9712
Manipur,imphal west district,2023,1,151777
Manipur,kangpokpi district,2019,4,8850
Manipur,noney district,2019,4,1517
Manipur,imphal east district,2019,4,31935
Manipur,thoubal district,2019,4,14194
Manipur,kakching district,2019,4,6126
Manipur,jiribam district,2019,4,2764
Manipur,ukhrul district,2019,4,4091
Manipur,tamenglong district,2019,4,3651
Manipur,kamjong district,2019,4,639
Manipur,chandel district,2019,4,3029
Manipur,bishnupur district,2019,4,13387
Manipur,senapati district,2019,4,790
Manipur,pherzawl district,2019,4,192
Manipur,churachandpur district,2019,4,10431
Manipur,tengnoupal district,2019,4,2699
Manipur,imphal west district,2019,4,51063
Manipur,kangpokpi district,2019,2,6407
Manipur,noney district,2019,2,1150
Manipur,imphal east district,2019,2,24652
Manipur,thoubal district,2019,2,10915
Manipur,kakching district,2019,2,4599
Manipur,jiribam district,2019,2,2103
Manipur,ukhrul district,2019,2,2981
Manipur,tamenglong district,2019,2,2628
Manipur,kamjong district,2019,2,480
Manipur,chandel district,2019,2,2175
Manipur,bishnupur district,2019,2,10014
Manipur,senapati district,2019,2,542
Manipur,pherzawl district,2019,2,127
Manipur,churachandpur district,2019,2,7662
Manipur,tengnoupal district,2019,2,2009
Manipur,imphal west district,2019,2,39303
Manipur,kangpokpi district,2019,3,7621
Manipur,noney district,2019,3,1298
Manipur,imphal east district,2019,3,28331
Manipur,thoubal district,2019,3,12427
Manipur,kakching district,2019,3,5355
Manipur,jiribam district,2019,3,2444
Manipur,ukhrul district,2019,3,3488
Manipur,tamenglong district,2019,3,3085
Manipur,kamjong district,2019,3,538
Manipur,chandel district,2019,3,2581
Manipur,bishnupur district,2019,3,11647
Manipur,senapati district,2019,3,672
Manipur,pherzawl district,2019,3,156
Manipur,churachandpur district,2019,3,9071
Manipur,tengnoupal district,2019,3,2334
Manipur,imphal west district,2019,3,45268
Manipur,kangpokpi district,2019,1,5212
Manipur,noney district,2019,1,919
Manipur,imphal east district,2019,1,21136
Manipur,thoubal district,2019,1,9529
Manipur,kakching district,2019,1,3850
Manipur,jiribam district,2019,1,1759
Manipur,ukhrul district,2019,1,2368
Manipur,tamenglong district,2019,1,2148
Manipur,kamjong district,2019,1,382
Manipur,chandel district,2019,1,1691
Manipur,bishnupur district,2019,1,8537
Manipur,senapati district,2019,1,451
Manipur,pherzawl district,2019,1,98
Manipur,churachandpur district,2019,1,6138
Manipur,tengnoupal district,2019,1,1641
Manipur,imphal west district,2019,1,33668
Manipur,kangpokpi district,2024,4,21913
Manipur,noney district,2024,4,8510
Manipur,imphal east district,2024,4,115999
Manipur,thoubal district,2024,4,90697
Manipur,kakching district,2024,4,25022
Manipur,jiribam district,2024,4,12779
Manipur,ukhrul district,2024,4,16706
Manipur,tamenglong district,2024,4,10557
Manipur,kamjong district,2024,4,2715
Manipur,chandel district,2024,4,9852
Manipur,bishnupur district,2024,4,51418
Manipur,senapati district,2024,4,18032
Manipur,pherzawl district,2024,4,1063
Manipur,churachandpur district,2024,4,44624
Manipur,tengnoupal district,2024,4,7272
Manipur,imphal west district,2024,4,179836
Manipur,kangpokpi district,2024,2,38209
Manipur,noney district,2024,2,6760
Manipur,imphal east district,2024,2,120912
Manipur,thoubal district,2024,2,57078
Manipur,kakching district,2024,2,25649
Manipur,jiribam district,2024,2,10422
Manipur,ukhrul district,2024,2,18768
Manipur,tamenglong district,2024,2,16084
Manipur,kamjong district,2024,2,3113
Manipur,chandel district,2024,2,13030
Manipur,bishnupur district,2024,2,54415
Manipur,senapati district,2024,2,3374
Manipur,pherzawl district,2024,2,1372
Manipur,churachandpur district,2024,2,47436
Manipur,tengnoupal district,2024,2,12055
Manipur,imphal west district,2024,2,185769
Manipur,kangpokpi district,2024,3,21271
Manipur,noney district,2024,3,8244
Manipur,imphal east district,2024,3,112126
Manipur,thoubal district,2024,3,87277
Manipur,kakching district,2024,3,24117
Manipur,jiribam district,2024,3,12317
Manipur,ukhrul district,2024,3,16121
Manipur,tamenglong district,2024,3,10206
Manipur,kamjong district,2024,3,2606
Manipur,chandel district,2024,3,9529
Manipur,bishnupur district,2024,3,49525
Manipur,senapati district,2024,3,17327
Manipur,pherzawl district,2024,3,1017
Manipur,churachandpur district,2024,3,43180
Manipur,tengnoupal district,2024,3,7072
Manipur,imphal west district,2024,3,174302
Manipur,kangpokpi district,2024,1,36739
Manipur,noney district,2024,1,6533
Manipur,imphal east district,2024,1,115869
Manipur,thoubal district,2024,1,54656
Manipur,kakching district,2024,1,24577
Manipur,jiribam district,2024,1,10008
Manipur,ukhrul district,2024,1,18087
Manipur,tamenglong district,2024,1,15465
Manipur,kamjong district,2024,1,3009
Manipur,chandel district,2024,1,12511
Manipur,bishnupur district,2024,1,52163
Manipur,senapati district,2024,1,3259
Manipur,pherzawl district,2024,1,1326
Manipur,churachandpur district,2024,1,45497
Manipur,tengnoupal district,2024,1,11618
Manipur,imphal west district,2024,1,178251
Manipur,kangpokpi district,2020,4,17814
Manipur,noney district,2020,4,3042
Manipur,imphal east district,2020,4,57282
Manipur,thoubal district,2020,4,26858
Manipur,kakching district,2020,4,11913
Manipur,jiribam district,2020,4,4621
Manipur,ukhrul district,2020,4,8651
Manipur,tamenglong district,2020,4,7322
Manipur,kamjong district,2020,4,1333
Manipur,chandel district,2020,4,5987
Manipur,bishnupur district,2020,4,25629
Manipur,senapati district,2020,4,1513
Manipur,pherzawl district,2020,4,533
Manipur,churachandpur district,2020,4,21960
Manipur,tengnoupal district,2020,4,5537
Manipur,imphal west district,2020,4,88777
Manipur,kangpokpi district,2020,2,12965
Manipur,noney district,2020,2,2236
Manipur,imphal east district,2020,2,43144
Manipur,thoubal district,2020,2,20186
Manipur,kakching district,2020,2,9028
Manipur,jiribam district,2020,2,3660
Manipur,ukhrul district,2020,2,6223
Manipur,tamenglong district,2020,2,5158
Manipur,kamjong district,2020,2,888
Manipur,chandel district,2020,2,4278
Manipur,bishnupur district,2020,2,19027
Manipur,senapati district,2020,2,1095
Manipur,pherzawl district,2020,2,316
Manipur,churachandpur district,2020,2,15469
Manipur,tengnoupal district,2020,2,3926
Manipur,imphal west district,2020,2,67897
Manipur,kangpokpi district,2020,3,15966
Manipur,noney district,2020,3,2736
Manipur,imphal east district,2020,3,51383
Manipur,thoubal district,2020,3,24183
Manipur,kakching district,2020,3,10752
Manipur,jiribam district,2020,3,4238
Manipur,ukhrul district,2020,3,7657
Manipur,tamenglong district,2020,3,6475
Manipur,kamjong district,2020,3,1124
Manipur,chandel district,2020,3,5252
Manipur,bishnupur district,2020,3,22965
Manipur,senapati district,2020,3,1317
Manipur,pherzawl district,2020,3,438
Manipur,churachandpur district,2020,3,19501
Manipur,tengnoupal district,2020,3,4853
Manipur,imphal west district,2020,3,79723
Manipur,kangpokpi district,2020,1,10241
Manipur,noney district,2020,1,1787
Manipur,imphal east district,2020,1,36105
Manipur,thoubal district,2020,1,16244
Manipur,kakching district,2020,1,7075
Manipur,jiribam district,2020,1,3051
Manipur,ukhrul district,2020,1,4892
Manipur,tamenglong district,2020,1,4169
Manipur,kamjong district,2020,1,755
Manipur,chandel district,2020,1,3471
Manipur,bishnupur district,2020,1,15333
Manipur,senapati district,2020,1,922
Manipur,pherzawl district,2020,1,245
Manipur,churachandpur district,2020,1,12420
Manipur,tengnoupal district,2020,1,3179
Manipur,imphal west district,2020,1,57485
Manipur,kangpokpi district,2022,4,29563
Manipur,noney district,2022,4,5121
Manipur,imphal east district,2022,4,94344
Manipur,thoubal district,2022,4,44264
Manipur,kakching district,2022,4,19797
Manipur,jiribam district,2022,4,8001
Manipur,ukhrul district,2022,4,14415
Manipur,tamenglong district,2022,4,12297
Manipur,kamjong district,2022,4,2341
Manipur,chandel district,2022,4,9973
Manipur,bishnupur district,2022,4,42189
Manipur,senapati district,2022,4,2553
Manipur,pherzawl district,2022,4,995
Manipur,churachandpur district,2022,4,36722
Manipur,tengnoupal district,2022,4,9295
Manipur,imphal west district,2022,4,145422
Manipur,kangpokpi district,2022,2,27002
Manipur,noney district,2022,2,4807
Manipur,imphal east district,2022,2,85559
Manipur,thoubal district,2022,2,40196
Manipur,kakching district,2022,2,18011
Manipur,jiribam district,2022,2,7232
Manipur,ukhrul district,2022,2,13435
Manipur,tamenglong district,2022,2,11310
Manipur,kamjong district,2022,2,2243
Manipur,chandel district,2022,2,9201
Manipur,bishnupur district,2022,2,38512
Manipur,senapati district,2022,2,2402
Manipur,pherzawl district,2022,2,964
Manipur,churachandpur district,2022,2,33293
Manipur,tengnoupal district,2022,2,8495
Manipur,imphal west district,2022,2,131901
Manipur,kangpokpi district,2022,3,28377
Manipur,noney district,2022,3,4992
Manipur,imphal east district,2022,3,90100
Manipur,thoubal district,2022,3,42321
Manipur,kakching district,2022,3,18979
Manipur,jiribam district,2022,3,7633
Manipur,ukhrul district,2022,3,14002
Manipur,tamenglong district,2022,3,11830
Manipur,kamjong district,2022,3,2326
Manipur,chandel district,2022,3,9647
Manipur,bishnupur district,2022,3,40486
